protein1	protein2	cost
IL6ST	STAT1	0.528841
IL6ST	JAK2	0.598835
IL6ST	PIK3R1	0.598835
IL6ST	IL11	0.727791
IL6ST	CNTF	0.561127
IL6ST	VAV1	0.549451
FAM13B	YWHAG	0.594442
FAM13B	YWHAZ	0.594442
FAM13B	WNK1	0.63215
BTBD7	UBC	0.598835
RIPPLY2	TFG	0.443583
RIPPLY2	SYNE4	0.392016
SAAL1	NEDD4	0.561127
SAAL1	USP19	0.598835
SAAL1	CA9	0.598835
SAAL1	EGFR	0.598835
SAAL1	UBC	0.0850096
SAAL1	SHROOM3	0.654948
MTMR1	TUBGCP3	0.598835
MTMR1	CEP250	0.598835
MTMR1	UBC	0.298244
FST	ADAM12	0.561127
FST	BMP5	0.85922
FST	FSTL1	0.561127
FST	INHBA	0.654948
FST	BMPR2	0.654948
FST	C8ORF33	0.594442
FST	INHBE	0.561127
FST	FN1	0.85922
FST	TXN	0.594442
ACAP3	TAB1	0.594442
ACAP3	SLC35G2	0.565996
WDR75	SUMO3	0.598835
WDR75	CUL7	0.598835
WDR75	UBC	0.221602
WDR75	RAE1	0.598835
WDR75	SIRT7	0.598835
WDR75	CIAO1	0.598835
FCGR1A	CBL	0.690083
FCGR1A	LAT	0.598835
FCGR1A	CRKL	0.585069
FCGR1A	SHC1	0.690083
FCGR1A	HRG	0.85922
FCGR1A	LILRB2	0.85922
FCGR1A	SYK	0.598835
FCGR1A	CRP	0.85922
FCGR1A	FCAR	0.410771
CNP	CCDC8	0.598835
CNP	FAM96B	0.598835
CNP	PPP1CA	0.594442
CNP	EGFR	0.598835
CNP	PRNP	0.441963
CNP	SOX2	0.598835
CNP	ZDHHC17	0.472754
CNP	UBC	0.0739219
CNP	PEX14	0.654948
CNP	CIAO1	0.598835
CNP	TUBA1A	0.85922
CNP	TRAF6	0.598835
NR2F1	PHB2	0.561127
NR2F1	BCL11B	0.290969
NR2F1	RXRA	0.830932
NR2F1	HNF4A	0.85922
NR2F1	TFAP4	0.598835
NR2F1	EEF1D	0.763579
NR2F1	UBC	0.298244
NR2F1	ISL1	0.538056
NR2F1	NCOA3	0.594442
NR2F1	SP1	0.376967
NR2F1	GRK5	0.598835
AQP2	UBC	0.598835
MRPL13	SCFD1	0.654948
MRPL13	MRPL38	0.654948
MRPL13	MRPL14	0.654948
MRPL13	MRPL11	0.654948
MRPL13	SLC25A3	0.654948
MRPL13	MRPL16	0.654948
MRPL13	MRPS28	0.654948
MRPL13	MRPL41	0.654948
MRPL13	NDUFS1	0.654948
MRPL13	OGDH	0.654948
MRPL13	DLD	0.654948
MRPL13	ICT1	0.436465
MRPL13	CUL7	0.654948
MRPL13	UBC	0.410771
MRPL13	MRPL44	0.654948
MRPL13	MRPL42	0.654948
MRPL13	NDUFB10	0.654948
MRPL13	FN1	0.598835
MRPL13	MRPL23	0.654948
MRPL13	MRPL52	0.654948
MRPL13	MRPL3	0.654948
MRPL13	TRAF6	0.598835
GDAP2	UBC	0.0850096
PNPO	LPP	0.654948
PNPO	UBC	0.410771
RMI2	APITD1-CORT	0.598835
RMI2	TOP3A	0.410771
RMI2	UBC	0.598835
RMI2	RMI1	0.159946
RMI2	BLM	0.410771
RMI2	LSM5	0.654948
ART1	PDGFB	0.85922
PI4K2B	CASR	0.85922
PI4K2B	UBC	0.0850096
CHD6	DYNLL1	0.598835
CHD6	SOX2	0.598835
CHD6	ZFYVE9	0.530378
CHD6	UBC	0.598835
CHD6	TOLLIP	0.492989
NCBP1	COPS5	0.598835
NCBP1	POLDIP3	0.410771
NCBP1	EED	0.598835
NCBP1	TTC1	0.654948
NCBP1	BNIP3	0.594442
NCBP1	GFPT1	0.654948
NCBP1	RPS6	0.475767
NCBP1	ALYREF	0.249941
NCBP1	CUL1	0.598835
NCBP1	YWHAG	0.598835
NCBP1	MTOR	0.598835
NCBP1	VAT1	0.654948
NCBP1	THOC6	0.598835
NCBP1	UPF3B	0.598835
NCBP1	LIN28B	0.598835
NCBP1	RPS6KB1	0.520073
NCBP1	RNF40	0.594442
NCBP1	EIF4G2	0.85922
NCBP1	LIN28A	0.598835
NCBP1	MPG	0.598835
NCBP1	RNF2	0.598835
NCBP1	SUMO2	0.598835
NCBP1	EIF4E	0.598835
NCBP1	ZDHHC17	0.492989
NCBP1	UBC	0.120851
NCBP1	NAP1L4	0.654948
NCBP1	GSTK1	0.598835
NCBP1	BNIP2	0.594442
NCBP1	RUVBL1	0.598835
NCBP1	EIF4G1	0.402371
NCBP1	PUS1	0.654948
NCBP1	THOC5	0.598835
NCBP1	COMMD3-BMI1	0.598835
NCBP1	FN1	0.598835
NCBP1	THOC1	0.598835
NCBP1	STAU1	0.85922
NCBP1	SIRT7	0.598835
NCBP1	SUZ12	0.598835
NCBP1	EIF4G3	0.598835
NCBP1	MVP	0.654948
NCBP1	SF3A2	0.598835
NCBP1	HNRNPH1	0.538056
NCBP1	GRK5	0.598835
NCBP1	PARN	0.561127
NCBP1	CNBP	0.598835
UBE4B	HDLBP	0.654948
UBE4B	TRIP6	0.654948
UBE4B	IGBP1	0.654948
UBE4B	CDC27	0.598835
UBE4B	ATP6V1F	0.654948
UBE4B	SBDS	0.654948
UBE4B	UBE2V1	0.654948
UBE4B	TP73	0.598835
UBE4B	TP63	0.598835
UBE4B	VPS29	0.654948
UBE4B	CBL	0.654948
UBE4B	UBXN1	0.598835
UBE4B	PSMB1	0.654948
UBE4B	USP34	0.654948
UBE4B	FBXW11	0.598835
UBE4B	RAD23A	0.598835
UBE4B	HGS	0.561127
UBE4B	GZMB	0.85922
UBE4B	VPS26A	0.654948
UBE4B	ZFYVE19	0.654948
UBE4B	SARNP	0.654948
UBE4B	CASP7	0.85922
UBE4B	UBC	0.0739219
UBE4B	UBXN7	0.654948
UBE4B	FEZ1	0.45648
UBE4B	UBE2D1	0.654948
UBE4B	NDUFA7	0.654948
UBE4B	TTK	0.598835
UBE4B	PPIF	0.654948
UBE4B	STAM	0.598835
UBE4B	TTC9C	0.654948
UBE4B	ATXN3	0.561127
UBE4B	UBL7	0.47326
UBE4B	CASP3	0.85922
UBE4B	NUSAP1	0.654948
UBE4B	XPC	0.598835
UBE4B	CASP6	0.85922
UBE4B	UFM1	0.654948
UBE4B	SSSCA1	0.654948
UBE4B	SF3B4	0.654948
ABCA2	CDK5RAP2	0.594442
ABCA2	CACNA1A	0.594442
ABCA2	UBC	0.410771
KAT2A	KAT2A	0.63215
KAT2A	DTL	0.45648
KAT2A	BRCA1	0.45648
KAT2A	NOTCH1	0.830932
KAT2A	RELA	0.45648
KAT2A	EP300	0.85922
KAT2A	HIST1H3D	0.376967
KAT2A	PTGES3	0.45648
KAT2A	TACC1	0.561127
KAT2A	BUB1B	0.598835
KAT2A	TRRAP	0.0977237
KAT2A	E2F1	0.598835
KAT2A	PPARGC1A	0.598835
KAT2A	SMAD9	0.598835
KAT2A	WDR5	0.598835
KAT2A	MSH2	0.598835
KAT2A	TAF9B	0.598835
KAT2A	HIST2H2AC	0.376967
KAT2A	SUPT3H	0.125119
KAT2A	PYGO2	0.45648
KAT2A	TAF4	0.598835
KAT2A	SMAD1	0.598835
KAT2A	TAF10	0.312498
KAT2A	HIST2H3D	0.561127
KAT2A	CUL2	0.45648
KAT2A	MED17	0.598835
KAT2A	SF3B3	0.598835
KAT2A	MAPK8IP3	0.598835
KAT2A	XRCC6	0.273037
KAT2A	LDHA	0.598835
KAT2A	CCDC101	0.410771
KAT2A	SREBF1	0.598835
KAT2A	YEATS2	0.501461
KAT2A	MBIP	0.598835
KAT2A	XRCC5	0.426716
KAT2A	SMAD5	0.598835
KAT2A	BATF2	0.492989
KAT2A	TAF3	0.598835
KAT2A	TCF3	0.561127
KAT2A	ADAT3	0.598835
KAT2A	TACC3	0.549451
KAT2A	SIRT2	0.598835
KAT2A	TADA3	0.598835
KAT2A	SMAD3	0.598835
KAT2A	UBC	0.298244
KAT2A	CTNNB1	0.391484
KAT2A	EID1	0.561127
KAT2A	MAP3K7	0.598835
KAT2A	RAE1	0.598835
KAT2A	RAD50	0.598835
KAT2A	TACC2	0.398358
KAT2A	KRT2	0.598835
KAT2A	PTF1A	0.598835
KAT2A	CRX	0.561127
KAT2A	HDGF	0.598835
KAT2A	ACTL6A	0.654948
KAT2A	CTBP1	0.598835
KAT2A	USP22	0.149829
KAT2A	MED1	0.410771
KAT2A	TUBB	0.598835
KAT2A	PRKDC	0.561127
KAT2A	IRF7	0.830932
KAT2A	HECW2	0.598835
KAT2A	MYC	0.138546
KAT2A	PCBP2	0.598835
KAT2A	RBPJ	0.594442
KAT2A	MAX	0.598835
KAT2A	ATXN7L3	0.410771
KAT2A	E2F4	0.598835
KAT2A	WDHD1	0.38122
KAT2A	SIRT1	0.410771
KAT2A	CUL4A	0.598835
PLA2G4B	TFAP2A	0.63215
PLA2G4B	SHBG	0.73985
PLA2G4B	ZDHHC17	0.594442
PLA2G4B	CASP7	0.561127
PLA2G4B	CASP3	0.561127
PLA2G4B	CASP8	0.561127
FOXR1	PPCDC	0.392016
PTPRC	TIE1	0.561127
PTPRC	FBXO6	0.598835
PTPRC	CSK	0.376967
PTPRC	GRB2	0.830932
PTPRC	CD22	0.598835
PTPRC	EZR	0.85922
PTPRC	TYK2	0.85922
PTPRC	PRKCSH	0.598835
PTPRC	CD79A	0.598835
PTPRC	CBL	0.561127
PTPRC	TEK	0.561127
PTPRC	MBL2	0.830932
PTPRC	GANAB	0.214422
PTPRC	PLK3	0.598835
PTPRC	EGFR	0.561127
PTPRC	CD8A	0.561127
PTPRC	CD2	0.47306
PTPRC	CD247	0.561127
PTPRC	LCK	0.112934
PTPRC	CD79B	0.598835
PTPRC	MET	0.561127
PTPRC	CXCR4	0.85922
PTPRC	CDH2	0.561127
PTPRC	UHRF2	0.561127
PTPRC	UBC	0.159843
PTPRC	PDGFRB	0.561127
PTPRC	CTNNB1	0.391484
PTPRC	PTPN6	0.794225
PTPRC	PPFIBP2	0.85922
PTPRC	CD44	0.654948
PTPRC	WAS	0.561127
PTPRC	CD4	0.561127
PTPRC	JAK2	0.85922
PTPRC	INSR	0.561127
PTPRC	CSNK2A2	0.85922
PTPRC	NSF	0.561127
PTPRC	EPOR	0.561127
PTPRC	ITGAL	0.492041
PTPRC	GRIN2B	0.561127
PTPRC	CD1D	0.585069
PTPRC	IFNAR1	0.830932
SLC16A1	CYSTM1	0.654948
SLC16A1	BSG	0.410771
SLC16A1	CUL2	0.598835
SLC16A1	MME	0.598835
SLC16A1	UBC	0.0433888
SLC16A1	TSC22D1	0.598835
SLC16A1	TRAF6	0.598835
SLC16A1	LGR4	0.598835
TFEB	TFE3	0.85922
TFEB	SRPK1	0.441963
RORA	COPS5	0.594442
RORA	EP300	0.458237
RORA	NCOA2	0.73985
RORA	PROX1	0.594442
RORA	UBC	0.598835
RORA	SMARCD3	0.561127
RORA	RUVBL1	0.598835
RORA	NR0B1	0.472754
RORA	EZH2	0.598835
RORA	NME2	0.73985
RORA	PNRC2	0.594442
ACP2	FBXO6	0.598835
ACP2	UQCRFS1	0.654948
ACP2	UBC	0.410771
ACP2	M6PR	0.654948
SIGLEC12	PTPN11	0.73985
SIGLEC12	CMAS	0.85922
SIGLEC12	PTPN6	0.73985
PGP	LIG4	0.472754
PGP	RNF2	0.472754
PGP	UBC	0.298244
BLOC1S2	BLOC1S5	0.472754
BLOC1S2	SNAPIN	0.341138
BLOC1S2	FAM9B	0.443583
BLOC1S2	PAM16	0.594442
BLOC1S2	IFT57	0.492041
BLOC1S2	HMOX2	0.594442
BLOC1S2	OSBPL9	0.598835
BLOC1S2	DTNBP1	0.598835
BLOC1S2	WASH1	0.594442
BLOC1S2	BLOC1S4	0.565996
BLOC1S2	C8ORF33	0.594442
BLOC1S2	UBC	0.598835
BLOC1S2	BLOC1S3	0.457761
MAPK13	MAPKAPK5	0.830932
MAPK13	MAP3K4	0.598835
MAPK13	HTRA2	0.561127
MAPK13	FPR1	0.598835
MAPK13	GPX4	0.594442
MAPK13	MAPKAPK3	0.520073
MAPK13	UBC	0.598835
MAPK13	FGF12	0.561127
MAPK13	AKIP1	0.594442
MAPK13	ANKLE2	0.492989
MAPK13	MBP	0.561127
SLC35E1	FXYD6-FXYD2	0.763579
SLC35E1	UBC	0.298244
SLC35E1	LAMA3	0.63215
SLC35E1	FXYD6	0.492989
SLC35E1	HECW2	0.598835
SLC35E1	MCOLN1	0.452941
NCAM2	PRNP	0.85922
NCAM2	UBC	0.598835
ZNF587B	SMAD9	0.594442
NCKAP5L	FBXW11	0.598835
NCKAP5L	LATS2	0.598835
NCKAP5L	UBC	0.286822
NCKAP5L	APC	0.594442
UBIAD1	HMGCR	0.457403
UBIAD1	UBC	0.410771
UBIAD1	VEGFA	0.63215
TMPRSS3	RXRA	0.594442
TMPRSS3	UBC	0.410771
TMPRSS3	EEF1A1	0.594442
MPP4	FASLG	0.561127
MPP4	MPP5	0.717078
GPATCH11	SDCBP	0.443583
GPATCH11	UBC	0.298244
GPATCH11	ADGRB3	0.443583
ANAPC11	PTTG1	0.145717
ANAPC11	CDC27	0.170994
ANAPC11	CDC25A	0.561127
ANAPC11	E2F1	0.598835
ANAPC11	NKD2	0.594442
ANAPC11	CDC23	0.654948
ANAPC11	CAPN11	0.492989
ANAPC11	BIRC6	0.598835
ANAPC11	MLKL	0.492989
ANAPC11	CCNB1	0.0614062
ANAPC11	UBC	0.654948
ANAPC11	APC2	0.598835
ANAPC11	CCNA2	0.598835
ANAPC11	UBE2S	0.0707483
ANAPC11	UBE2D1	0.198617
ANAPC11	TRIM65	0.492989
ANAPC11	ANAPC4	0.331295
ANAPC11	CDC34	0.561127
ANAPC11	HECW2	0.561127
ANAPC11	UBE2K	0.270413
ANAPC11	CDC20	0.410771
STX1A	SNAP23	0.112892
STX1A	PSMA3	0.594442
STX1A	TXLNB	0.393241
STX1A	NAPA	0.391484
STX1A	SYP	0.598835
STX1A	PPP1CA	0.598835
STX1A	DAPK1	0.830932
STX1A	CACNA1D	0.85922
STX1A	STXBP2	0.652082
STX1A	SNAP29	0.393241
STX1A	VAMP1	0.594442
STX1A	CDK5	0.561127
STX1A	SCNN1B	0.598835
STX1A	STXBP1	0.111007
STX1A	SDCBP	0.830932
STX1A	RNF40	0.45648
STX1A	SLC6A5	0.598835
STX1A	SLC6A3	0.45648
STX1A	STXBP6	0.830932
STX1A	ABCC9	0.85922
STX1A	VAMP5	0.594442
STX1A	ATP6V1B1	0.561127
STX1A	VAMP7	0.561127
STX1A	SNPH	0.73985
STX1A	VPS18	0.830932
STX1A	CSNK2A2	0.765937
STX1A	VAMP2	0.0915781
STX1A	UNC13B	0.491385
STX1A	SEPT5	0.830932
STX1A	VAMP8	0.45648
STX1A	SEC22B	0.63215
STX1A	KCNB1	0.598835
STX1A	NSF	0.85922
STX1A	SCNN1G	0.45648
STX1A	STX8	0.85922
STX1A	SNAP25	0.0447319
STX1A	SLC6A4	0.598835
STX1A	RIMS1	0.85922
STX1A	SYTL4	0.332937
STX1A	SEPT2	0.830932
ZNF486	UBC	0.598835
ARMC7	IKZF1	0.443583
ARMC7	EFHC2	0.392016
ARMC7	ABI2	0.392016
ARMC7	RUNDC3A	0.443583
ARMC7	CPSF6	0.263104
ARMC7	TRIM27	0.392016
ARMC7	C2ORF88	0.492989
ARMC7	KRT40	0.392016
ARMC7	KCTD13	0.452941
TSPO	DBI	0.830932
TSPO	UBC	0.598835
TSPO	CREB3L1	0.443583
TSPO	BZRAP1	0.458237
SH3RF3	YWHAB	0.598835
SH3RF3	PAK2	0.392636
SH3RF3	UBC	0.475767
PNPLA7	UBC	0.598835
NTN4	DCC	0.561127
NTN4	NEO1	0.598835
NTN4	KRTAP5-9	0.427993
GIMAP4	UBC	0.410771
TDO2	MOB3C	0.443583
TDO2	MOB1A	0.392016
TDO2	SDCBP	0.413476
TDO2	PSMA1	0.432162
TDO2	EIF4E	0.413476
TDO2	PRMT6	0.492989
TDO2	SDCBP2	0.392016
TDO2	ASMTL	0.304641
TDO2	REL	0.594442
DNASE1	ACTB	0.85922
DNASE1	ACTA2	0.85922
DNASE1	ACTA1	0.556273
TRNT1	CLNS1A	0.654948
TRNT1	EZR	0.654948
TRNT1	UBXN1	0.654948
TRNT1	OGFOD1	0.654948
TRNT1	RAD23A	0.654948
TRNT1	CTBP2	0.654948
TRNT1	UBC	0.298244
TRNT1	H2AFZ	0.654948
TRNT1	H2AFV	0.654948
TRNT1	PYGL	0.654948
TRNT1	GNPDA1	0.654948
TRNT1	TXNDC17	0.654948
PLAGL1	EP300	0.45648
PLAGL1	TP73	0.429349
PLAGL1	HDAC1	0.598835
PLAGL1	PIAS2	0.561127
PLAGL1	SMAD3	0.594442
PLAGL1	UBC	0.598835
PLAGL1	KAT2B	0.561127
RNH1	PTGES3	0.654948
RNH1	ERO1L	0.654948
RNH1	SOX2	0.598835
RNH1	NEDD8	0.598835
RNH1	SDCBP	0.443583
RNH1	DSTN	0.654948
RNH1	COL1A1	0.654948
RNH1	SUMO3	0.598835
RNH1	LSM2	0.654948
RNH1	SUMO2	0.598835
RNH1	UBC	0.0474791
RNH1	FN1	0.598835
RNH1	SLX4IP	0.598835
RNH1	SIRT7	0.598835
RNH1	MYC	0.598835
RNH1	PRDX1	0.654948
RNH1	IQCB1	0.598835
RNH1	RAB1B	0.654948
NDUFB1	EWSR1	0.594442
NDUFB1	NDUFA5	0.530378
C1QTNF5	SLC2A4	0.85922
C1QTNF5	MFRP	0.763579
GALNTL5	TP53BP1	0.594442
EFNA4	MAP2K4	0.85922
EFNA4	EPHA4	0.484455
EFNA4	EPHA2	0.765937
EFNA4	EPHA8	0.85922
EFNA4	EPHA6	0.830932
MYLK3	ALB	0.598835
MYLK3	UBC	0.598835
RBMXL2	COPS5	0.598835
RBMXL2	CUL1	0.598835
RBMXL2	FDXACB1	0.654948
RBMXL2	DYRK2	0.598835
RBMXL2	UBC	0.298244
RBMXL2	TRA2B	0.85922
AP5M1	UBC	0.598835
AP5M1	AP5B1	0.492989
RASL12	SMAD1	0.85922
RASL12	ACVR1	0.85922
RASL12	SMAD3	0.85922
RASL12	SMURF2	0.85922
RASL12	BMPR1B	0.85922
RASL12	TGFBR1	0.85922
CXXC1	KMT2D	0.598835
CXXC1	EP300	0.45648
CXXC1	SMURF1	0.85922
CXXC1	WDR5	0.0850096
CXXC1	PPP1CA	0.594442
CXXC1	HIST2H3D	0.598835
CXXC1	KMT2A	0.598835
CXXC1	RNF2	0.598835
CXXC1	RBBP5	0.0850096
CXXC1	SUMO2	0.598835
CXXC1	ASH2L	0.0850096
CXXC1	UBC	0.410771
CXXC1	SETD1A	0.0605177
CXXC1	WDR82	0.165007
HDLBP	CCDC8	0.598835
HDLBP	S100A10	0.654948
HDLBP	COPS5	0.598835
HDLBP	ATP6V1B2	0.654948
HDLBP	MAGEA6	0.598835
HDLBP	VPS29	0.654948
HDLBP	ARRB1	0.598835
HDLBP	ZW10	0.654948
HDLBP	DYNLL1	0.654948
HDLBP	ARF6	0.598835
HDLBP	FAU	0.654948
HDLBP	ADAR	0.598835
HDLBP	SUV39H1	0.598835
HDLBP	XRCC5	0.598835
HDLBP	CTCF	0.418846
HDLBP	VPS26A	0.654948
HDLBP	SUMO2	0.598835
HDLBP	TOPBP1	0.654948
HDLBP	ZNF598	0.654948
HDLBP	EIF2A	0.654948
HDLBP	UBC	0.120851
HDLBP	WWOX	0.598835
HDLBP	SOS1	0.594442
HDLBP	VPS25	0.654948
HDLBP	TTK	0.654948
HDLBP	DHX9	0.598835
HDLBP	TTC4	0.654948
HDLBP	S100A11	0.654948
HDLBP	PRKDC	0.598835
HDLBP	SIRT7	0.598835
HDLBP	LGR4	0.598835
ZNF143	HNRNPL	0.598835
ZNF143	SUMO3	0.598835
ZNF143	UBC	0.410771
E4F1	ATR	0.690083
E4F1	SMAD9	0.594442
E4F1	HDAC1	0.252907
E4F1	FHL2	0.398358
E4F1	HMGA2	0.388868
E4F1	RB1	0.369192
E4F1	RASSF1	0.361077
E4F1	PRKDC	0.690083
E4F1	ATM	0.690083
E4F1	LNX1	0.598835
TOM1L2	IGBP1	0.654948
TOM1L2	UBA2	0.654948
TOM1L2	NEDD4	0.561127
TOM1L2	DSTN	0.654948
TOM1L2	UBC	0.0511203
TOM1L2	LAPTM5	0.594442
TOM1L2	SRXN1	0.654948
TOM1L2	S100A6	0.654948
TOM1L2	TOLLIP	0.407758
TOM1L2	SIN3A	0.654948
DYRK3	FBXO25	0.561127
DYRK3	PRNP	0.441963
DYRK3	NEDD4L	0.561127
DYRK3	SIRT1	0.598835
SP110	ANXA7	0.594442
SP110	NDUFV2	0.594442
SP110	UBC	0.598835
SP110	TSC22D1	0.594442
SP110	CEBPA	0.598835
SP110	NAP1L2	0.594442
PRRC2A	CCR10	0.530378
PRRC2A	CALCOCO2	0.598835
PRRC2A	GRB2	0.374133
PRRC2A	EIF3F	0.598835
PRRC2A	HNRNPM	0.594442
PRRC2A	PSMA3	0.530378
PRRC2A	TUBGCP3	0.598835
PRRC2A	IMMT	0.594442
PRRC2A	GANAB	0.530378
PRRC2A	SH3KBP1	0.598835
PRRC2A	FGA	0.594442
PRRC2A	RPA3	0.598835
PRRC2A	EWSR1	0.594442
PRRC2A	DDX20	0.530378
PRRC2A	RPA1	0.598835
PRRC2A	MAN2C1	0.530378
PRRC2A	QARS	0.530378
PRRC2A	P4HA2	0.594442
PRRC2A	UBC	0.298244
PRRC2A	WWOX	0.598835
PRRC2A	GORASP2	0.594442
PRRC2A	EIF3E	0.530378
PRRC2A	UBAP2L	0.594442
PRRC2A	RBFOX1	0.594442
PRRC2A	COMMD3-BMI1	0.598835
PRRC2A	CPSF1	0.530378
PRRC2A	SHFM1	0.598835
PRRC2A	PRMT2	0.594442
PRRC2A	SIRT7	0.598835
PRRC2A	LGR4	0.598835
AGRN	DAG1	0.561127
AGRN	CACNA1A	0.594442
AGRN	UBC	0.410771
AGRN	TUBG1	0.598835
PAX1	MEOX1	0.409599
WDFY1	NEDD8	0.598835
WDFY1	L3HYPDH	0.654948
MRPL35	UBC	0.598835
PADI2	UBC	0.598835
KIR2DS5	COPS6	0.598835
PDAP1	UBC	0.221602
PDAP1	PDGFRB	0.85922
PDAP1	LMNA	0.598835
PDAP1	FN1	0.598835
PDAP1	PDGFA	0.654948
PDAP1	PDGFB	0.654948
GATB	UBC	0.410771
AAGAB	UNC119	0.63215
AAGAB	UBC	0.410771
AAGAB	AP1S3	0.443583
NPTN	FBXO6	0.598835
NPTN	UBXN1	0.654948
NPTN	NDUFV2	0.654948
NPTN	UBC	0.298244
NPTN	SURF2	0.594442
NPTN	SLC25A5	0.654948
NPTN	VMA21	0.654948
SLC9A3R1	CAPN6	0.598835
SLC9A3R1	SLC22A11	0.717078
SLC9A3R1	GNA11	0.45648
SLC9A3R1	EZR	0.182753
SLC9A3R1	PLCB1	0.394133
SLC9A3R1	TACC1	0.654948
SLC9A3R1	PDGFRA	0.318993
SLC9A3R1	DAK	0.654948
SLC9A3R1	OPRK1	0.288018
SLC9A3R1	YWHAB	0.654948
SLC9A3R1	YWHAZ	0.654948
SLC9A3R1	SLC22A9	0.763579
SLC9A3R1	TBC1D10A	0.492179
SLC9A3R1	EGFR	0.85922
SLC9A3R1	YAP1	0.324249
SLC9A3R1	G6PD	0.654948
SLC9A3R1	ARHGAP17	0.561127
SLC9A3R1	GNB2L1	0.598835
SLC9A3R1	TCF3	0.598835
SLC9A3R1	ADRB2	0.180715
SLC9A3R1	CNDP2	0.654948
SLC9A3R1	MME	0.598835
SLC9A3R1	MDH1	0.654948
SLC9A3R1	SLCO1A2	0.763579
SLC9A3R1	UBFD1	0.654948
SLC9A3R1	UQCRFS1	0.654948
SLC9A3R1	ATP6V1B1	0.830932
SLC9A3R1	UBC	0.120851
SLC9A3R1	ABCC4	0.323872
SLC9A3R1	PDGFRB	0.160147
SLC9A3R1	CTNNB1	0.45648
SLC9A3R1	TRPC4	0.830932
SLC9A3R1	PHLPP2	0.598835
SLC9A3R1	ECHS1	0.654948
SLC9A3R1	AKAP10	0.85922
SLC9A3R1	PLCB3	0.598835
SLC9A3R1	PAG1	0.321553
SLC9A3R1	SLC9A3	0.533732
SLC9A3R1	PLCB2	0.830932
SLC9A3R1	RDX	0.738906
SLC9A3R1	RNASET2	0.654948
SLC9A3R1	GDA	0.654948
SLC9A3R1	TGM2	0.654948
SLC9A3R1	ATP6V1E1	0.830932
SLC9A3R1	NOS2	0.561127
SLC9A3R1	RPL23	0.654948
SLC9A3R1	FTO	0.654948
SLC9A3R1	SLC34A1	0.85922
SLC9A3R1	P2RY2	0.561127
SLC9A3R1	SMEK2	0.654948
SLC9A3R1	PTH1R	0.441751
SLC9A3R1	BCL10	0.492989
DCAF13	EED	0.598835
DCAF13	WARS	0.594442
DCAF13	NEDD8	0.598835
DCAF13	UBC	0.0739219
DCAF13	SIRT7	0.598835
TBC1D7	KRT19	0.443583
TBC1D7	BLZF1	0.443583
TBC1D7	NEDD4	0.561127
TBC1D7	LDOC1	0.443583
TBC1D7	GABARAPL1	0.45648
TBC1D7	SSNA1	0.443583
TBC1D7	MAP1LC3A	0.45648
TBC1D7	TRAF4	0.443583
TBC1D7	UBC	0.410771
TBC1D7	HOOK1	0.443583
TBC1D7	BECN1	0.598835
TBC1D7	NEDD4L	0.561127
TBC1D7	TSC1	0.45648
PLGRKT	SAT1	0.452941
PLGRKT	XRCC6	0.452941
PLGRKT	EEF1G	0.443583
MT1DP	SYNONYMS=KAP10.5,	0.443583
ABCA6	APOA1	0.598835
MRPL57	MRPL38	0.654948
MRPL57	MRPL32	0.654948
MRPL57	EPB41	0.598835
MRPL57	MRPL50	0.654948
MRPL57	DDX28	0.654948
MRPL57	EWSR1	0.654948
MRPL57	UBC	0.598835
MRPL57	PLP2	0.654948
OR2AG1	MPDZ	0.388868
ITSN1	SKIV2L	0.654948
ITSN1	PFDN5	0.594442
ITSN1	PDCD6IP	0.594442
ITSN1	IGBP1	0.654948
ITSN1	ASAP2	0.594442
ITSN1	ITSN2	0.594442
ITSN1	DES	0.594442
ITSN1	LMO4	0.594442
ITSN1	SNAP23	0.561127
ITSN1	UNC119	0.594442
ITSN1	DNM2	0.279904
ITSN1	SCAMP1	0.458237
ITSN1	PPL	0.594442
ITSN1	MAPK6	0.594442
ITSN1	FCHSD2	0.594442
ITSN1	CBL	0.214196
ITSN1	GP6	0.598835
ITSN1	DBH	0.73224
ITSN1	MTUS2	0.594442
ITSN1	SYNJ1	0.598835
ITSN1	ARF6	0.594442
ITSN1	SH3KBP1	0.598835
ITSN1	PIK3C2B	0.594442
ITSN1	DISC1	0.407758
ITSN1	SYNJ2	0.594442
ITSN1	RPS6KA5	0.594442
ITSN1	PACSIN3	0.594442
ITSN1	HRAS	0.830932
ITSN1	DLGAP1	0.594442
ITSN1	SMARCC2	0.594442
ITSN1	FNBP1	0.594442
ITSN1	AGFG1	0.594442
ITSN1	GCC1	0.594442
ITSN1	PLK1	0.594442
ITSN1	EPS15L1	0.594442
ITSN1	KHDRBS1	0.690083
ITSN1	RNF40	0.594442
ITSN1	CLIP2	0.594442
ITSN1	DSTN	0.654948
ITSN1	RAI14	0.594442
ITSN1	EPS15	0.407758
ITSN1	FNBP4	0.594442
ITSN1	RABEP1	0.594442
ITSN1	CEP85L	0.594442
ITSN1	UBC	0.221602
ITSN1	PAK3	0.598835
ITSN1	TSG101	0.594442
ITSN1	SOS1	0.188966
ITSN1	WAS	0.410771
ITSN1	SGIP1	0.598835
ITSN1	EPN2	0.594442
ITSN1	BECN1	0.63215
ITSN1	AP2B1	0.413476
ITSN1	CSNK2B	0.594442
ITSN1	PREX1	0.594442
ITSN1	PIK3R1	0.594442
ITSN1	RAB11FIP2	0.594442
